"","Age","NumbLines","CustTime","MthIncome","BillAmount","TimeCurAdrr","Region","CableTV","AutDebt","Churn"
"1567",36,3,15.75,6900,249.75,2.484,"A","YES","NO","NO"
"1568",37,2,14.7,8160,762.75,4.048,"B","YES","NO","YES"
"1569",39,1,23.1,7224,1611.9,3.036,"A","NO","NO","NO"
"1570",38,1,18.9,7380,363.15,5.152,"C","YES","NO","NO"
"1571",28,1,14.7,6600,507.6,3.68,"D","NO","YES","NO"
"1572",46,2,16.8,6384,461.7,3.496,"D","YES","NO","NO"
"1573",34,1,22.05,8688,1482.3,2.024,"C","YES","NO","NO"
"1574",30,4,15.75,7440,630.45,7.268,"D","YES","NO","YES"
"1575",58,1,48.3,20616,271.35,6.164,"C","YES","NO","NO"
"1576",28,1,21,7896,1490.4,6.164,"D","YES","NO","YES"
"1577",26,2,16.8,5652,190.35,2.484,"A","NO","NO","NO"
"1578",38,3,19.95,11256,211.95,5.98,"C","NO","NO","NO"
"1579",35,4,19.95,7068,600.75,4.048,"D","NO","YES","NO"
"1580",25,1,13.65,5820,1171.8,2.76,"A","YES","NO","NO"
"1581",29,2,19.95,7620,1142.1,6.9,"D","YES","NO","YES"
"1582",39,1,30.45,13572,3024,2.944,"A","YES","NO","NO"
"1583",46,2,27.3,7956,587.25,4.324,"C","NO","NO","NO"
"1584",46,3,16.8,7392,1356.75,3.22,"D","YES","NO","NO"
"1585",57,1,48.3,23472,1248.75,4.784,"C","YES","YES","NO"
"1586",45,2,32.55,15600,217.35,0.276,"A","YES","NO","NO"
"1587",50,1,16.8,6792,506.25,5.888,"D","NO","YES","NO"
"1588",28,3,12.6,7932,1220.4,4.048,"A","NO","YES","NO"
"1589",35,4,14.7,6792,712.8,7.82,"A","YES","NO","YES"
"1590",26,2,15.75,6144,768.15,6.164,"C","YES","NO","NO"
"1591",35,1,21,7680,129.6,5.244,"A","YES","NO","NO"
"1592",38,1,28.35,7896,2821.5,5.52,"B","NO","NO","YES"
"1593",29,2,13.65,6492,209.25,6.716,"C","NO","NO","NO"
"1594",47,2,16.8,8232,124.2,5.612,"D","YES","NO","YES"
"1595",26,2,15.75,6108,244.35,1.472,"D","YES","NO","NO"
"1596",35,1,14.7,6420,1624.05,5.98,"D","YES","NO","YES"
"1597",42,1,24.15,8820,823.5,1.932,"A","NO","NO","NO"
"1598",39,1,30.45,12396,1672.65,0.368,"C","NO","NO","NO"
"1599",32,1,21,6684,1267.65,5.336,"A","YES","NO","YES"
"1600",40,1,29.4,7308,793.8,0.092,"A","YES","NO","NO"
"1601",23,2,12.6,5364,303.75,4.876,"B","YES","YES","YES"
"1602",27,2,12.6,7080,571.05,5.98,"A","NO","YES","NO"
"1603",28,4,12.6,6312,272.7,2.76,"A","YES","NO","YES"
"1604",42,2,13.65,6468,1152.9,5.06,"D","NO","YES","YES"
"1605",59,1,31.5,9828,384.75,3.772,"A","YES","NO","NO"
"1606",26,1,13.65,5340,303.75,3.772,"A","YES","YES","NO"
"1607",37,1,24.15,7296,660.15,4.416,"D","YES","NO","NO"
"1608",46,1,12.6,5556,448.2,5.244,"C","YES","NO","NO"
"1609",31,1,17.85,6900,182.25,8.188,"D","YES","YES","NO"
"1610",43,1,21,7368,315.9,3.128,"B","YES","NO","NO"
"1611",37,1,15.75,7836,291.6,6.9,"D","NO","NO","NO"
"1612",36,1,30.45,9972,2494.8,5.336,"A","YES","NO","NO"
"1613",29,2,15.75,5604,1441.8,2.668,"B","YES","YES","NO"
"1614",38,1,29.4,7764,700.65,1.656,"C","YES","NO","NO"
"1615",27,3,13.65,6216,1864.35,5.612,"A","YES","YES","YES"
"1616",32,1,15.75,7920,1729.35,4.508,"B","YES","NO","YES"
"1617",37,2,19.95,6660,756,3.956,"A","NO","NO","NO"
"1618",37,2,25.2,9156,265.95,7.36,"A","NO","NO","NO"
"1619",37,1,21,7032,355.05,5.152,"A","YES","YES","NO"
"1620",36,1,30.45,9924,1193.4,5.244,"A","YES","YES","NO"
"1621",37,1,24.15,9168,1819.8,5.52,"A","NO","NO","NO"
"1622",32,1,13.65,5532,1404,5.428,"D","NO","NO","YES"
"1623",48,1,39.9,12768,1609.2,1.472,"A","YES","YES","NO"
"1624",48,1,36.75,11892,1088.1,4.968,"B","NO","NO","NO"
"1625",33,1,15.75,6744,405,5.06,"C","NO","YES","NO"
"1626",36,3,12.6,6876,1575.45,4.876,"A","NO","YES","NO"
"1627",48,3,29.4,20880,2454.3,1.564,"C","YES","NO","NO"
"1628",42,1,26.25,8772,1683.45,3.956,"D","YES","NO","NO"
"1629",39,1,33.6,10956,1127.25,7.176,"A","YES","YES","NO"
"1630",25,1,12.6,5412,1915.65,2.944,"D","YES","NO","YES"
"1631",37,4,15.75,6528,113.4,4.14,"B","NO","NO","NO"
"1632",33,1,19.95,7476,820.8,2.852,"A","YES","YES","NO"
"1633",40,3,14.7,8916,959.85,5.98,"B","YES","YES","YES"
"1634",40,1,12.6,5688,616.95,4.784,"B","NO","NO","NO"
"1635",33,2,21,5904,268.65,7.728,"C","NO","NO","NO"
"1636",39,1,16.8,5916,1097.55,6.532,"D","NO","NO","YES"
"1637",29,1,17.85,6048,248.4,6.808,"D","YES","YES","YES"
"1638",28,1,18.9,6264,495.45,6.624,"C","NO","YES","NO"
"1639",27,1,13.65,5712,417.15,4.692,"C","NO","NO","NO"
"1640",28,2,14.7,6408,700.65,4.968,"A","NO","YES","NO"
"1641",31,3,18.9,8928,1125.9,4.324,"B","YES","YES","YES"
"1642",28,1,16.8,6588,110.7,5.244,"A","NO","NO","NO"
"1643",34,1,12.6,5772,919.35,4.6,"A","NO","YES","NO"
"1644",28,2,19.95,7296,313.2,5.06,"B","YES","NO","NO"
"1645",35,1,24.15,7740,459,6.808,"C","YES","NO","NO"
"1646",31,1,13.65,5712,1198.8,6.164,"C","YES","YES","NO"
"1647",32,2,22.05,7368,677.7,3.588,"D","YES","NO","NO"
"1648",32,1,12.6,5508,301.05,4.232,"A","YES","NO","NO"
"1649",28,1,14.7,5448,291.6,3.588,"B","NO","NO","YES"
"1650",42,1,13.65,6972,394.2,2.116,"A","NO","NO","NO"
"1651",34,3,18.9,11736,1848.15,5.152,"C","YES","NO","NO"
"1652",32,1,24.15,6852,538.65,3.772,"C","YES","YES","NO"
"1653",40,2,17.85,6876,299.7,6.9,"D","YES","YES","YES"
"1654",26,2,15.75,6300,1061.1,7.452,"A","NO","YES","NO"
"1655",40,2,25.2,13668,2589.3,2.3,"A","YES","NO","NO"
"1656",26,2,15.75,6924,1332.45,3.956,"D","YES","NO","NO"
"1657",25,1,18.9,5964,136.35,6.624,"D","NO","NO","NO"
"1658",36,2,19.95,14076,1881.9,1.564,"A","YES","YES","NO"
"1659",37,2,13.65,6756,375.3,3.864,"B","YES","NO","NO"
"1660",38,1,17.85,7020,2286.9,5.06,"C","YES","NO","YES"
"1661",26,1,13.65,5796,2755.35,8.188,"D","YES","YES","YES"
"1662",46,2,14.7,6564,114.75,4.416,"D","NO","NO","NO"
"1663",27,2,14.7,6276,383.4,7.084,"A","YES","NO","YES"
"1664",32,1,16.8,6012,749.25,5.52,"C","NO","NO","NO"
"1665",29,2,19.95,6564,29.7,7.268,"A","YES","NO","NO"
"1666",35,1,14.7,5940,75.6,5.06,"A","NO","NO","NO"
"1667",29,1,13.65,6420,621,3.036,"D","YES","YES","NO"
"1668",40,3,19.95,9660,603.45,7.452,"A","YES","NO","NO"
"1669",37,2,24.15,8124,336.15,4.876,"A","NO","NO","NO"
"1670",44,2,13.65,6816,1733.4,5.336,"A","YES","NO","NO"
"1671",27,4,13.65,6648,885.6,2.3,"A","YES","YES","NO"
"1672",36,1,27.3,9756,2173.5,3.036,"A","YES","NO","NO"
"1673",41,1,23.1,7464,864,1.196,"A","NO","NO","NO"
"1674",31,1,21,6900,410.4,5.152,"A","NO","NO","NO"
"1675",37,1,18.9,6612,1348.65,2.76,"B","YES","YES","YES"
"1676",54,3,31.5,13128,494.1,4.968,"B","NO","YES","NO"
"1677",49,4,12.6,11100,1552.5,2.76,"D","YES","YES","NO"
"1678",33,4,12.6,12744,1089.45,5.244,"A","YES","YES","YES"
"1679",33,1,13.65,6996,383.4,4.048,"D","YES","NO","YES"
"1680",26,1,12.6,5892,967.95,4.416,"B","NO","YES","YES"
"1681",60,1,24.15,8376,892.35,4.6,"C","YES","NO","NO"
"1682",51,1,25.2,6516,619.65,6.532,"D","YES","YES","NO"
"1683",30,1,23.1,7596,1459.35,6.164,"C","NO","YES","NO"
"1684",40,2,13.65,6660,313.2,3.956,"A","YES","NO","NO"
"1685",30,1,12.6,7692,116.1,2.76,"A","YES","NO","NO"
"1686",45,2,22.05,7104,156.6,4.048,"B","NO","NO","YES"
"1687",45,1,39.9,10848,2416.5,3.036,"D","YES","YES","NO"
"1688",35,2,23.1,8724,1993.95,3.588,"A","YES","YES","NO"
"1689",34,4,15.75,17424,1294.65,7.36,"C","NO","NO","NO"
"1690",30,2,13.65,6792,1390.5,2.76,"D","YES","YES","YES"
"1691",34,2,21,10224,263.25,4.692,"D","NO","YES","NO"
"1692",30,1,18.9,6648,1541.7,7.084,"B","NO","NO","YES"
"1693",29,1,22.05,7128,926.1,5.612,"D","YES","YES","YES"
"1694",30,1,19.95,6108,530.55,6.992,"B","YES","NO","NO"
"1695",31,1,17.85,7908,1584.9,4.508,"C","YES","NO","YES"
"1696",38,2,29.4,12720,974.7,1.84,"A","YES","NO","NO"
"1697",49,2,34.65,13860,1483.65,9.108,"C","NO","YES","NO"
"1698",28,1,22.05,9012,858.6,3.128,"B","YES","YES","NO"
"1699",40,2,12.6,7392,1237.95,3.772,"B","YES","YES","YES"
"1700",35,1,23.1,8424,542.7,8.372,"A","YES","YES","NO"
"1701",50,4,31.5,22764,3226.5,4.508,"A","YES","YES","NO"
"1702",40,2,24.15,10032,103.95,4.692,"C","YES","NO","NO"
"1703",53,1,34.65,9972,521.1,7.36,"C","NO","YES","NO"
"1704",26,1,17.85,6048,760.05,5.336,"A","YES","NO","NO"
"1705",41,4,21,13572,2956.5,4.416,"B","NO","YES","YES"
"1706",57,1,34.65,14184,913.95,3.956,"D","YES","NO","NO"
"1707",55,2,45.15,30612,859.95,4.14,"C","YES","NO","NO"
"1708",38,1,28.35,11508,642.6,4.416,"C","NO","YES","NO"
"1709",48,2,26.25,7440,973.35,1.288,"A","YES","NO","NO"
"1710",42,1,16.8,7776,610.2,6.532,"C","YES","NO","NO"
"1711",35,1,12.6,6036,803.25,6.164,"B","YES","NO","NO"
"1712",52,2,34.65,11388,523.8,5.336,"A","YES","YES","NO"
"1713",33,2,19.95,10248,457.65,1.656,"C","NO","YES","NO"
"1714",43,2,33.6,12060,2327.4,5.704,"D","NO","NO","NO"
"1715",49,1,13.65,6564,500.85,4.876,"D","NO","NO","NO"
"1716",33,1,27.3,7764,342.9,3.036,"A","NO","YES","NO"
"1717",30,3,15.75,6228,978.75,1.656,"C","YES","YES","NO"
"1718",36,1,15.75,9792,1586.25,5.428,"D","YES","YES","YES"
"1719",48,1,33.6,17832,3397.95,6.716,"C","NO","YES","NO"
"1720",48,1,32.55,11772,986.85,6.716,"D","YES","YES","NO"
"1721",44,2,23.1,7572,554.85,2.208,"A","YES","NO","NO"
"1722",29,1,13.65,6852,1210.95,5.52,"B","YES","YES","YES"
"1723",27,2,15.75,8160,766.8,0.644,"A","NO","NO","NO"
"1724",30,1,16.8,8160,637.2,2.852,"A","YES","YES","NO"
"1725",31,1,14.7,6588,1044.9,2.3,"B","YES","YES","YES"
"1726",43,3,19.95,9960,545.4,6.532,"D","YES","YES","NO"
"1727",38,1,23.1,8172,1877.85,4.876,"D","YES","NO","YES"
"1728",44,4,12.6,8880,1355.4,3.036,"A","YES","YES","YES"
"1729",48,2,30.45,22860,2976.75,2.024,"A","YES","NO","NO"
"1730",41,1,34.65,9432,838.35,3.68,"B","YES","NO","NO"
"1731",29,4,13.65,10704,2439.45,5.428,"D","NO","NO","YES"
"1732",46,2,26.25,7992,965.25,1.564,"A","NO","NO","NO"
"1733",52,1,47.25,32352,4468.5,8.004,"C","YES","NO","NO"
"1734",26,1,19.95,6696,463.05,7.728,"B","YES","NO","NO"
"1735",39,1,30.45,12348,306.45,0.184,"D","NO","NO","NO"
"1736",30,1,18.9,5868,2752.65,3.956,"A","NO","NO","YES"
"1737",30,3,17.85,9792,706.05,2.3,"C","YES","YES","YES"
"1738",45,1,18.9,8688,1649.7,7.912,"D","YES","YES","NO"
"1739",52,5,17.85,6588,607.5,6.992,"D","YES","YES","NO"
"1740",37,3,21,8832,3469.5,1.84,"D","YES","NO","YES"
"1741",26,4,12.6,6984,492.75,3.864,"D","NO","NO","YES"
"1742",37,1,30.45,11220,770.85,6.44,"A","YES","YES","NO"
"1743",32,1,17.85,5700,518.4,3.588,"B","YES","NO","NO"
"1744",26,4,12.6,5700,922.05,5.06,"A","YES","NO","YES"
"1745",32,2,17.85,8448,1071.9,2.208,"A","YES","NO","NO"
"1746",25,1,12.6,5736,116.1,4.048,"D","YES","NO","YES"
"1747",25,2,13.65,5424,504.9,5.152,"C","YES","YES","NO"
"1748",39,1,16.8,7272,136.35,5.704,"C","YES","YES","NO"
"1749",41,1,13.65,6876,654.75,8.464,"B","YES","YES","YES"
"1750",36,2,12.6,6432,684.45,4.508,"A","YES","YES","NO"
"1751",56,1,33.6,12408,4594.05,3.68,"B","YES","NO","YES"
"1752",31,4,12.6,5664,580.5,5.152,"D","NO","YES","NO"
"1753",51,2,36.75,18756,2322,5.152,"A","YES","YES","NO"
"1754",34,1,26.25,8916,230.85,8.096,"B","NO","NO","NO"
"1755",36,1,29.4,6816,1637.55,3.588,"B","YES","NO","YES"
"1756",30,1,21,5952,214.65,3.956,"D","NO","NO","NO"
"1757",47,1,32.55,14316,2755.35,8.28,"D","NO","YES","YES"
"1758",34,1,25.2,7644,580.5,5.612,"A","YES","NO","NO"
"1759",50,1,34.65,21516,3068.55,4.508,"A","YES","NO","NO"
"1760",33,2,23.1,8268,1401.3,4.048,"D","YES","NO","YES"
"1761",30,2,19.95,11268,697.95,5.152,"B","YES","YES","YES"
"1762",34,1,23.1,9396,762.75,1.38,"A","YES","NO","NO"
"1763",47,3,26.25,6936,1127.25,6.164,"B","NO","NO","NO"
"1764",35,1,12.6,6732,1032.75,5.888,"D","YES","NO","YES"
"1765",36,1,28.35,8652,2393.55,6.624,"A","YES","NO","YES"
"1766",41,1,12.6,6216,171.45,6.9,"D","YES","NO","YES"
"1767",44,1,23.1,9216,487.35,7.728,"D","YES","YES","NO"
"1768",45,2,22.05,10152,993.6,6.44,"B","YES","NO","YES"
"1769",26,2,14.7,6588,388.8,2.944,"B","NO","NO","YES"
"1770",38,1,31.5,7632,1809,6.256,"D","YES","NO","NO"
"1771",50,1,43.05,16368,5431.05,5.06,"C","YES","NO","NO"
"1772",34,1,15.75,5628,862.65,4.968,"A","YES","YES","NO"
"1773",50,2,24.15,9336,751.95,0.184,"D","NO","YES","NO"
"1774",40,2,13.65,6648,1463.4,1.748,"A","NO","NO","NO"
"1775",30,1,18.9,6396,639.9,5.52,"A","YES","NO","NO"
"1776",47,1,13.65,7140,750.6,3.404,"B","YES","NO","NO"
"1777",45,1,22.05,6132,244.35,1.104,"A","YES","NO","NO"
"1778",50,3,25.2,8688,837,7.36,"C","NO","NO","NO"
"1779",33,1,17.85,6036,1161,1.472,"A","NO","YES","NO"
"1780",30,1,14.7,5904,568.35,0.552,"A","NO","YES","NO"
"1781",39,3,21,6168,297,5.428,"A","YES","NO","NO"
"1782",39,1,15.75,6396,1213.65,5.06,"A","YES","YES","NO"
"1783",32,1,24.15,7152,29.7,4.324,"B","YES","NO","NO"
"1784",51,3,13.65,7440,484.65,3.036,"A","YES","NO","NO"
"1785",27,1,18.9,5436,353.7,2.668,"C","YES","YES","NO"
"1786",38,3,17.85,11316,521.1,4.232,"D","YES","NO","YES"
"1787",57,2,25.2,11688,1537.65,4.324,"A","YES","NO","NO"
"1788",46,2,12.6,6768,1181.25,5.06,"D","NO","YES","YES"
"1789",29,2,17.85,8004,1448.55,3.036,"D","YES","NO","NO"
"1790",39,2,21,12588,1759.05,3.864,"A","YES","YES","NO"
"1791",34,2,21,7980,1540.35,7.084,"A","YES","YES","NO"
"1792",33,4,17.85,6192,510.3,1.932,"A","YES","NO","NO"
"1793",35,2,25.2,12384,4476.6,5.152,"A","YES","YES","YES"
"1794",35,4,13.65,9084,1425.6,7.912,"A","YES","YES","YES"
"1795",40,3,12.6,8976,1250.1,5.06,"D","NO","NO","NO"
"1796",45,1,33.6,10656,1804.95,6.716,"A","YES","NO","NO"
"1797",42,1,14.7,6780,631.8,5.52,"D","YES","YES","NO"
"1798",32,1,23.1,6744,608.85,1.748,"A","YES","NO","NO"
"1799",33,4,18.9,9228,1318.95,5.612,"A","NO","NO","NO"
"1800",43,2,24.15,8724,1070.55,1.656,"D","YES","YES","NO"
"1801",38,4,18.9,7848,1340.55,3.128,"A","NO","YES","NO"
"1802",32,2,19.95,8592,961.2,4.508,"B","YES","YES","YES"
"1803",31,4,15.75,6276,216,6.716,"D","YES","YES","YES"
"1804",37,3,24.15,12084,1705.05,5.06,"B","NO","YES","YES"
"1805",38,2,18.9,7488,1156.95,3.956,"B","YES","YES","YES"
"1806",40,1,31.5,9384,1186.65,1.656,"D","NO","YES","NO"
"1807",48,1,30.45,10380,1354.05,3.128,"A","YES","NO","NO"
"1808",37,4,16.8,7308,1039.5,3.588,"A","YES","YES","YES"
"1809",25,1,14.7,6804,384.75,4.784,"C","NO","NO","NO"
"1810",36,1,13.65,6612,220.05,7.36,"B","YES","YES","NO"
"1811",46,5,16.8,8868,2290.95,8.372,"B","YES","NO","YES"
"1812",45,1,28.35,8916,764.1,4.232,"B","NO","YES","NO"
"1813",33,4,18.9,6552,265.95,4.692,"A","NO","NO","NO"
"1814",42,4,19.95,11868,822.15,8.924,"A","NO","NO","NO"
"1815",39,1,22.05,7560,661.5,5.98,"B","NO","NO","YES"
"1816",29,1,22.05,6960,1493.1,4.876,"A","YES","NO","NO"
"1817",29,2,14.7,6324,500.85,7.084,"A","NO","NO","NO"
"1818",50,1,15.75,7152,1422.9,1.012,"A","YES","YES","YES"
"1819",41,2,27.3,8040,693.9,3.588,"A","NO","NO","NO"
"1820",45,1,21,6204,332.1,1.196,"D","YES","YES","NO"
"1821",41,1,19.95,6972,392.85,5.244,"C","NO","NO","NO"
"1822",45,1,14.7,7020,294.3,1.012,"B","YES","NO","NO"
"1823",42,1,28.35,9084,634.5,1.932,"A","YES","YES","NO"
"1824",33,1,18.9,6048,530.55,6.072,"C","NO","YES","NO"
"1825",44,4,27.3,8532,1571.4,5.06,"D","NO","NO","YES"
"1826",48,4,25.2,21648,1090.8,3.864,"D","YES","NO","NO"
"1827",31,2,12.6,5796,1254.15,5.244,"B","YES","NO","YES"
"1828",44,1,37.8,20892,2740.5,5.152,"D","NO","NO","NO"
"1829",40,1,19.95,8376,1345.95,4.968,"A","YES","YES","NO"
"1830",36,1,17.85,6336,1405.35,3.22,"A","YES","NO","NO"
"1831",33,1,12.6,5892,643.95,2.576,"B","YES","YES","YES"
"1832",43,1,18.9,6780,534.6,3.404,"B","YES","YES","NO"
"1833",39,2,12.6,9336,426.6,5.244,"A","NO","NO","NO"
"1834",31,2,14.7,7224,384.75,5.52,"A","YES","NO","YES"
"1835",34,2,12.6,6264,156.6,4.324,"A","YES","YES","NO"
"1836",47,1,38.85,13680,2421.9,8.188,"A","YES","NO","NO"
"1837",32,1,13.65,5496,480.6,4.048,"A","YES","YES","YES"
"1838",37,1,31.5,7512,86.4,3.22,"D","NO","NO","NO"
"1839",42,2,16.8,6636,1127.25,3.404,"A","NO","NO","YES"
"1840",44,1,37.8,15636,2134.35,5.612,"D","YES","NO","NO"
"1841",39,1,33.6,8196,467.1,2.116,"A","YES","NO","NO"
"1842",33,2,21,6648,1170.45,4.6,"D","NO","NO","YES"
"1843",39,2,13.65,8880,240.3,5.888,"D","YES","NO","NO"
"1844",41,3,18.9,13644,1413.45,7.176,"D","NO","NO","NO"
"1845",45,2,24.15,8604,178.2,5.152,"A","YES","YES","NO"
"1846",41,1,31.5,9804,1085.4,3.404,"B","YES","NO","NO"
"1847",31,3,17.85,8664,406.35,4.784,"D","NO","YES","NO"
"1848",31,3,15.75,8472,437.4,4.232,"A","YES","NO","NO"
"1849",47,1,13.65,7224,197.1,3.588,"D","YES","YES","NO"
"1850",46,1,25.2,7056,577.8,3.128,"D","YES","NO","NO"
"1851",24,1,17.85,5688,544.05,3.772,"D","YES","YES","NO"
"1852",41,1,22.05,8388,1437.75,2.576,"A","YES","NO","NO"
"1853",42,1,26.25,7608,1402.65,7.544,"C","NO","YES","NO"
"1854",39,1,26.25,7224,565.65,5.796,"C","NO","YES","NO"
"1855",46,3,18.9,9684,970.65,5.704,"D","NO","YES","NO"
"1856",30,1,24.15,7440,897.75,3.864,"D","YES","NO","NO"
"1857",36,2,21,6828,527.85,1.656,"D","YES","YES","NO"
"1858",44,1,23.1,8664,924.75,1.012,"A","YES","YES","NO"
"1859",36,1,30.45,14244,1367.55,5.98,"A","YES","NO","NO"
"1860",34,3,22.05,7680,635.85,2.576,"A","NO","NO","YES"
"1861",51,2,16.8,7068,132.3,4.6,"C","YES","YES","NO"
"1862",29,3,13.65,5172,400.95,2.668,"A","YES","NO","YES"
"1863",45,1,36.75,13308,1498.5,8.556,"A","YES","YES","NO"
"1864",35,1,29.4,7836,332.1,0.276,"A","NO","NO","NO"
"1865",28,2,15.75,6876,893.7,4.876,"C","NO","NO","NO"
"1866",34,1,15.75,5844,477.9,2.208,"B","NO","NO","NO"
"1867",47,1,25.2,10824,1251.45,5.336,"B","YES","NO","NO"
"1868",49,2,17.85,9060,853.2,6.44,"A","NO","YES","NO"
"1869",40,2,24.15,7512,1791.45,3.036,"A","NO","NO","NO"
"1870",33,1,24.15,10692,495.45,6.992,"C","NO","NO","NO"
"1871",37,2,16.8,12816,4275.45,4.784,"A","YES","NO","YES"
"1872",44,1,19.95,7728,1183.95,0.46,"B","YES","NO","NO"
"1873",29,4,15.75,8532,673.65,3.68,"A","NO","YES","NO"
"1874",27,2,13.65,5820,669.6,4.784,"D","NO","YES","YES"
"1875",32,2,14.7,6864,537.3,5.428,"D","NO","NO","NO"
"1876",33,3,17.85,6528,255.15,2.76,"A","YES","NO","NO"
"1877",28,2,13.65,7320,982.8,4.508,"A","YES","NO","YES"
"1878",43,1,14.7,7128,367.2,5.428,"D","NO","NO","YES"
"1879",31,1,21,6516,514.35,3.68,"D","YES","YES","NO"
"1880",29,1,19.95,8112,271.35,7.36,"A","YES","YES","NO"
"1881",39,1,25.2,11340,989.55,3.496,"A","NO","NO","NO"
"1882",44,2,32.55,12312,2203.2,5.428,"C","YES","NO","NO"
"1883",34,3,14.7,9876,1077.3,2.852,"D","NO","YES","NO"
"1884",46,1,30.45,8040,392.85,1.012,"A","YES","YES","NO"
"1885",58,3,28.35,24012,2014.2,6.164,"C","NO","YES","NO"
"1886",27,1,16.8,7512,749.25,1.196,"C","YES","YES","NO"
"1887",35,4,19.95,14868,745.2,5.244,"B","NO","YES","YES"
"1888",35,1,25.2,9288,217.35,0.828,"A","NO","NO","NO"
"1889",36,1,28.35,8244,913.95,1.564,"C","NO","NO","NO"
"1890",44,3,29.4,22932,380.7,2.116,"D","YES","YES","NO"
"1891",40,1,32.55,10836,1073.25,5.612,"A","YES","YES","NO"
"1892",53,2,14.7,8388,715.5,4.416,"D","NO","YES","YES"
"1893",38,2,25.2,8652,899.1,4.784,"A","YES","NO","NO"
"1894",43,3,26.25,8124,773.55,4.968,"D","YES","YES","NO"
"1895",28,3,15.75,8304,1362.15,3.128,"D","NO","NO","YES"
"1896",45,1,23.1,8700,611.55,3.128,"C","YES","NO","NO"
"1897",46,1,32.55,9216,1179.9,5.336,"A","YES","NO","NO"
"1898",40,1,27.3,8472,278.1,6.624,"A","YES","NO","NO"
"1899",44,1,12.6,6120,715.5,3.864,"A","YES","YES","NO"
"1900",49,1,27.3,7980,413.1,6.716,"C","NO","YES","NO"
"1901",34,1,12.6,7032,544.05,4.232,"B","YES","YES","YES"
"1902",24,1,12.6,5160,804.6,8.372,"A","YES","YES","YES"
"1903",31,5,12.6,10752,2317.95,5.888,"A","YES","NO","YES"
"1904",23,3,12.6,5580,178.2,6.9,"B","NO","NO","NO"
"1905",32,2,15.75,5436,387.45,4.784,"B","YES","NO","YES"
"1906",32,1,18.9,6708,530.55,7.084,"B","YES","YES","NO"
"1907",40,1,24.15,9372,554.85,4.232,"A","YES","NO","NO"
"1908",44,1,35.7,12024,1686.15,6.164,"A","NO","YES","NO"
"1909",41,2,28.35,11808,1613.25,3.404,"D","YES","YES","NO"
"1910",29,4,13.65,6672,673.65,3.22,"A","YES","NO","YES"
"1911",38,1,21,6576,1251.45,3.956,"B","YES","YES","NO"
"1912",40,1,19.95,7044,105.3,0.276,"D","YES","NO","NO"
"1913",35,2,12.6,8040,504.9,6.164,"B","YES","NO","YES"
"1914",47,1,39.9,14832,464.4,4.048,"A","YES","NO","NO"
"1915",57,2,12.6,9048,1364.85,4.876,"B","YES","YES","YES"
"1916",34,4,17.85,6936,753.3,4.6,"A","NO","NO","NO"
"1917",41,1,21,6768,805.95,4.324,"A","NO","YES","NO"
"1918",38,2,25.2,8592,1242,3.68,"D","NO","YES","NO"
"1919",38,5,18.9,8772,275.4,1.932,"C","YES","YES","NO"
"1920",34,1,14.7,6648,39.15,4.324,"A","YES","NO","YES"
"1921",26,1,17.85,5748,210.6,6.072,"B","YES","NO","NO"
"1922",47,3,34.65,30576,4282.2,5.336,"C","YES","YES","YES"
"1923",53,2,12.6,11088,2509.65,1.38,"A","YES","YES","NO"
"1924",27,1,21,7224,772.2,5.244,"C","YES","YES","NO"
"1925",37,1,31.5,8760,1522.8,4.048,"C","NO","NO","NO"
"1926",28,3,12.6,5880,1040.85,6.348,"B","YES","YES","NO"
"1927",37,1,16.8,8496,1436.4,3.864,"C","YES","YES","NO"
"1928",42,1,28.35,8148,432,6.164,"C","NO","YES","NO"
"1929",31,2,19.95,8220,506.25,3.956,"A","NO","YES","NO"
"1930",31,1,18.9,6252,1232.55,7.82,"B","YES","NO","YES"
"1931",39,1,14.7,7344,193.05,6.624,"D","NO","YES","NO"
"1932",46,3,15.75,8292,117.45,7.36,"C","YES","NO","NO"
"1933",31,1,19.95,8724,1127.25,3.772,"C","YES","NO","NO"
"1934",29,2,16.8,6000,40.5,5.06,"A","NO","NO","NO"
"1935",41,2,24.15,10308,1011.15,4.784,"D","YES","NO","NO"
"1936",41,4,21,12852,468.45,1.472,"A","YES","NO","NO"
"1937",34,1,24.15,6600,552.15,8.28,"B","NO","YES","YES"
"1938",32,1,16.8,5832,247.05,6.072,"D","NO","NO","NO"
"1939",45,1,38.85,25548,4638.6,3.312,"D","NO","YES","YES"
"1940",24,1,14.7,5580,303.75,0.552,"D","YES","NO","YES"
"1941",40,2,25.2,8052,585.9,4.784,"C","YES","NO","NO"
"1942",35,1,19.95,6888,311.85,5.704,"C","YES","NO","NO"
"1943",36,1,29.4,10284,938.25,3.312,"A","YES","NO","NO"
"1944",27,2,15.75,8304,1003.05,3.312,"A","NO","NO","NO"
"1945",34,3,13.65,7680,170.1,3.588,"C","YES","NO","NO"
"1946",54,3,33.6,21072,1293.3,6.624,"A","YES","NO","NO"
"1947",35,1,15.75,5604,535.95,8.28,"C","YES","NO","NO"
"1948",36,1,28.35,11844,288.9,2.484,"A","YES","NO","NO"
"1949",40,1,34.65,14856,711.45,5.796,"A","YES","YES","NO"
"1950",36,1,22.05,13728,1682.1,8.28,"C","YES","NO","NO"
"1951",29,1,17.85,5712,276.75,2.116,"D","YES","NO","NO"
